House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
11,Sheffield Knoll,Caroline,Morris,64,Head,Single,Female,Leisure centre manager,None,None
11,Sheffield Knoll,Rebecca,White,51,None,Single,Female,Acupuncturist,None,Christian
12,Sheffield Knoll,Mark,Ryan,73,Head,Widowed,Male,"Retired Sound technician, broadcasting/film/video",None,Christian
13,Sheffield Knoll,Phillip,Wallis,19,Head,D,Male,University Student,None,Catholic
14,Sheffield Knoll,Pamela,Cross,75,Head,Widowed,Female,Retired Agricultural consultant,None,Christian
14,Sheffield Knoll,Joel,Cross,38,Son,Single,Male,Ergonomist,None,Christian
14,Sheffield Knoll,Rosemary,Cross,35,Daughter,Divorced,Female,"Surveyor, land/geomatics",None,Christian
14,Sheffield Knoll,Aaron,Cross,31,Son,Single,Male,Primary school teacher,None,Christian
14,Sheffield Knoll,Julian,Cross,28,Son,Divorced,Male,Arts development officer,None,Christian
15,Sheffield Knoll,Natasha,Buckley,49,Head,Married,Female,"Psychologist, educational",None,Catholic
15,Sheffield Knoll,Ronald,Buckley,49,Husband,Married,Male,Community arts worker,None,Catholic
15,Sheffield Knoll,Patrick,Buckley,16,Son,NA,Male,Student,None,NA
16,Sheffield Knoll,Lynn,Stanley,56,Head,Widowed,Female,Hydrogeologist,None,None
16,Sheffield Knoll,Arthur,Stanley,6,Son,NA,Male,Student,None,NA
17,Sheffield Knoll,Callum,Walker,18,Head,Single,Male,Student,None,NA
17,Sheffield Knoll,Cameron,Booth,62,None,Single,Male,"Surveyor, insurance",None,None
17,Sheffield Knoll,Arthur,Davey,20,None,Single,Male,University Student,None,None
17,Sheffield Knoll,Ross,Bates,46,None,Single,Male,Plant breeder/geneticist,None,Methodist
18,Sheffield Knoll,Jade,Russell,25,Head,Married,Female,IT trainer,None,Christian
18,Sheffield Knoll,Dylan,Russell,24,Husband,Married,Male,Applications developer,None,Christian
18,Sheffield Knoll,Mandy,Russell,9,Daughter,NA,Female,Student,None,NA
19,Sheffield Knoll,Carole,Jackson,61,Head,Married,Female,"Administrator, local government",None,None
19,Sheffield Knoll,Bradley,Jackson,63,Husband,Married,Male,"Therapist, art",None,None
19,Sheffield Knoll,Gillian,Jackson,35,Daughter,Single,Female,Tree surgeon,None,None
19,Sheffield Knoll,Amber,Jackson,28,Daughter,Single,Female,Biomedical engineer,None,None
20,Sheffield Knoll,Keith,Martin,37,Head,Married,Male,Intelligence analyst,None,Methodist
20,Sheffield Knoll,Heather,Martin,37,Wife,Married,Female,Brewing technologist,None,Methodist
20,Sheffield Knoll,Andrew,Martin,13,Son,NA,Male,Student,None,NA
21,Sheffield Knoll,Catherine,Foster,20,Head,Single,Female,Soil scientist,None,None
21,Sheffield Knoll,Mitchell,Crawford,23,Partner,Single,Male,Writer,None,None
22,Sheffield Knoll,Gareth,Pearson,71,Head,Married,Male,Retired Intelligence analyst,None,Christian
22,Sheffield Knoll,Amy,Pearson,70,Wife,Married,Female,Retired Theatre stage manager,None,None
23,Sheffield Knoll,Tracy,Hall,29,Head,Divorced,Female,Therapeutic radiographer,None,Christian
23,Sheffield Knoll,Jasmine,Hall,9,Daughter,NA,Female,Student,None,NA
23,Sheffield Knoll,Gerald,Hall,4,Son,NA,Male,Child,None,NA
24,Sheffield Knoll,Helen,Ashton,28,Head,Single,Female,Retail buyer,None,Methodist
25,Sheffield Knoll,Dean,Scott,28,Head,Married,Male,Water engineer,None,None
25,Sheffield Knoll,Frances,Scott,24,Wife,Married,Female,Statistician,None,None
26,Sheffield Knoll,Sally,Newman,66,Head,Married,Female,Air cabin crew,None,Christian
26,Sheffield Knoll,Keith,Newman,62,Husband,Married,Male,Quantity surveyor,None,Christian
27,Sheffield Knoll,Rita,Foster,52,Head,Single,Female,"Administrator, education",None,Christian
27,Sheffield Knoll,Julian,Lees,50,Partner,Single,Male,Hospital doctor,None,Christian
27,Sheffield Knoll,Caroline,Foster,7,Daughter,NA,Female,Student,None,NA
28,Sheffield Knoll,Jacob,Perry,57,Head,Widowed,Male,Tax adviser,None,Christian
28,Sheffield Knoll,Margaret,Rees-Perry,9,Granddaughter,NA,Female,Student,None,NA
29,Sheffield Knoll,Joanne,White,63,Head,Divorced,Female,Unemployed,None,Catholic
29,Sheffield Knoll,Francis,White,30,Son,Single,Male,Adult nurse,None,Catholic
30,Sheffield Knoll,Leslie,Ford,70,Head,Married,Male,Retired Art gallery manager,None,Christian
30,Sheffield Knoll,Natalie,Ford,68,Wife,Married,Female,Retired Interior and spatial designer,None,None
31,Sheffield Knoll,Mohammad,Edwards,64,Head,Married,Male,Prison officer,None,Christian
31,Sheffield Knoll,Melissa,Edwards,62,Wife,Married,Female,Naval architect,None,Christian
32,Sheffield Knoll,Marie,Carter,40,Head,Married,Female,Biomedical scientist,None,Methodist
32,Sheffield Knoll,Jamie,Carter,39,Husband,Married,Male,Health promotion specialist,None,None
32,Sheffield Knoll,Rita,Carter,14,Daughter,NA,Female,Student,None,NA
33,Sheffield Knoll,Dawn,Lyons,75,Head,Married,Female,Retired Product designer,None,None
33,Sheffield Knoll,Gerald,Lyons,79,Husband,Married,Male,"Retired Education officer, community",None,None
34,Sheffield Knoll,John,Jones,46,Head,Divorced,Male,Homeopath,None,None
34,Sheffield Knoll,Marie,Jones,17,Daughter,NA,Female,Student,None,NA
35,Sheffield Knoll,Chelsea,Stanley,52,Head,Married,Female,Herbalist,None,Christian
35,Sheffield Knoll,Garry,Stanley,50,Husband,Married,Male,Archivist,None,Christian
36,Sheffield Knoll,Vincent,Moore,40,Head,Single,Male,"Surveyor, building",None,Methodist
36,Sheffield Knoll,Danielle,Ali,36,None,Single,Female,Company secretary,None,None
36,Sheffield Knoll,Karen,Reed,56,None,Single,Female,Systems analyst,None,Catholic
37,Sheffield Knoll,Caroline,Parsons,45,Head,Married,Female,Unemployed,None,Christian
37,Sheffield Knoll,Carl,Parsons,49,Husband,Married,Male,Equality and diversity officer,None,None
37,Sheffield Knoll,Gregory,Parsons,14,Son,NA,Male,Student,None,NA
38,Sheffield Knoll,Elizabeth,Lee,19,Head,Married,Female,University Student,None,None
38,Sheffield Knoll,Mark,Lee,23,Husband,Married,Male,Fast food restaurant manager,None,None
38,Sheffield Knoll,Shaun,Lee,2,Son,NA,Male,Child,None,NA
38,Sheffield Knoll,Paula,Lee,0,Daughter,NA,Female,Child,None,NA
39,Sheffield Knoll,Anne,Day,62,Head,Married,Female,Writer,None,Christian
39,Sheffield Knoll,Malcolm,Day,57,Husband,Married,Male,Pensions consultant,None,Christian
40,Sheffield Knoll,Joanna,Williams,33,Head,Single,Female,"Buyer, industrial",None,None
40,Sheffield Knoll,Gregory,Rees,31,Partner,Single,Male,Quarry manager,None,None
40,Sheffield Knoll,Paul,Williams,6,Son,NA,m,Student,None,NA
40,Sheffield Knoll,Jay,Williams,2,Son,NA,Male,Child,None,NA
1,Worcester Drive,Francis,Wilson,89,Head,Married,Male,Retired Forensic scientist,None,Christian
1,Worcester Drive,Ruth,Wilson,85,Wife,Married,Female,Retired Actuary,None,None
2,Worcester Drive,Paige,Hopkins,44,Head,Married,Female,Claims inspector/assessor,None,Catholic
2,Worcester Drive,Marcus,Hopkins,45,Husband,Married,Male,Marketing executive,None,None
2,Worcester Drive,Denis,Hopkins,12,Son,NA,Male,Student,None,NA
2,Worcester Drive,Peter,Hopkins,8,Son,NA,Male,Student,None,NA
3,Worcester Drive,Nigel,Jones,74,Head,Widowed,Male,Retired Educational psychologist,None,Christian
4,Worcester Drive,Lydia,Bates,56,Head,Single,Female,"Journalist, magazine",None,Catholic
4,Worcester Drive,Billy,Coles,56,Partner,Single,Male,Education administrator,None,None
4,Worcester Drive,Jacqueline,Bates,26,Daughter,Single,Female,Animator,None,None
4,Worcester Drive,Graham,Bates,18,Son,Single,Male,Student,None,None
4,Worcester Drive,Brenda,Bates,2,Daughter,NA,Female,Child,None,NA
5,Worcester Drive,Christian,Bevan,55,Head,Married,Male,Unemployed,None,Christian
5,Worcester Drive,Michelle,Bevan,52,Wife,Married,Female,Historic buildings inspector/conservation officer,None,None
6,Worcester Drive,Fiona,Cameron,49,Head,Married,Female,Music tutor,None,Methodist
6,Worcester Drive,Oliver,Cameron,47,Husband,Married,Male,Solicitor,None,Methodist
6,Worcester Drive,Michelle,Cameron,14,Daughter,NA,Female,Student,None,NA
6,Worcester Drive,Sandra,Cameron,10,Daughter,NA,Female,Student,None,NA
7,Worcester Drive,Kyle,Harding,20,Head,Single,Male,University Student,None,Catholic
7,Worcester Drive,Patricia,Byrne,21,None,Single,Female,University Student,None,Christian
7,Worcester Drive,Lydia,Singh,18,None,Single,Female,University Student,None,Christian
7,Worcester Drive,Ruth,French,18,None,Single,Female,University Student,None,None
8,Worcester Drive,Sean,Dixon,57,Head,Single,Male,Equities trader,None,None
8,Worcester Drive,David,Rogers,18,None,Single,Male,Student,None,NA
8,Worcester Drive,Carl,Harper,48,None,Single,Male,Educational psychologist,None,None
9,Worcester Drive,Pamela,Morton,34,Head,Married,Female,Civil Service administrator,None,None
9,Worcester Drive,Shaun,Morton,35,Husband,Married,Male,Health and safety inspector,None,None
9,Worcester Drive,Gemma,Morton,8,Daughter,NA,Female,Student,None,NA
10,Worcester Drive,Natasha,Allen,49,Head,Married,Female,"Engineer, electrical",None,None
10,Worcester Drive,Brian,Allen,51,Husband,Married,Male,"Teacher, special educational needs",None,None
10,Worcester Drive,Alexandra,Allen,15,Daughter,NA,Female,Student,None,NA
10,Worcester Drive,Claire,Allen,12,Daughter,NA,Female,Student,None,NA
11,Worcester Drive,Sheila,Briggs,36,Head,Single,Female,Unemployed,None,Catholic
11,Worcester Drive,Roy,Walsh,62,Visitor,Divorced,Male,Graphic designer,None,None
12,Worcester Drive,Laura,Warren,38,Head,Divorced,Female,Unemployed,None,Catholic
12,Worcester Drive,Irene,Warren,9,Daughter,NA,Female,Student,None,NA
12,Worcester Drive,Jenna,Warren,7,Daughter,NA,Female,Student,None,NA
12,Worcester Drive,Victor,Warren,3,Son,NA,Male,Child,None,NA
13,Worcester Drive,Rosie,Nicholls,71,Head,Married,Female,Retired Forest/woodland manager,None,None
13,Worcester Drive,Keith,Nicholls,73,Husband,Married,Male,Retired Public house manager,None,None
14,Worcester Drive,Abbie,Wong,30,Head,Single,Female,Volunteer coordinator,None,None
14,Worcester Drive,Katherine,Thompson,24,None,Single,Female,Conference centre manager,None,None
14,Worcester Drive,Justin,Walker,24,None,Single,Male,Farm manager,None,Methodist
15,Worcester Drive,Gregory,Wilkins,22,Head,Single,Male,University Student,None,Muslim
15,Worcester Drive,Patrick,Smart,18,None,Single,Male,University Student,None,Christian
15,Worcester Drive,Marian,Kay,19,None,Single,Female,University Student,None,Christian
16,Worcester Drive,Chelsea,Hancock,27,Head,Divorced,Female,Unemployed,None,Catholic
16,Worcester Drive,Darren,Hancock,3,Son,NA,Male,Child,None,NA
16,Worcester Drive,Aaron,Hancock,0,Son,NA,Male,Child,None,NA
17,Worcester Drive,Mandy,Owen,25,Head,Married,Female,Comptroller,None,None
17,Worcester Drive,Leslie,Owen,27,Husband,Married,Male,Risk manager,None,None
17,Worcester Drive,Laura,Owen,4,Daughter,NA,Female,Child,None,NA
17,Worcester Drive,Mohamed,Owen,1,Son,NA,Male,Child,None,NA
17,Worcester Drive,Sara,Miller,24,Lodger,Single,Female,Legal executive,None,None
18,Worcester Drive,Natasha,Thomson,44,Head,Married,Female,"Conservation officer, historic buildings",None,Christian
18,Worcester Drive,Graham,Thomson,49,Husband,Married,Male,"Scientist, research (physical sciences)",None,None
18,Worcester Drive,Roger,Thomson,6,Son,NA,Male,Student,None,NA
18,Worcester Drive,Joanne,Thomson,2,Daughter,NA,Female,Child,None,NA
19,Worcester Drive,Marian,Kelly,32,Head,Married,Female,Unemployed,None,None
19,Worcester Drive,Neil,Kelly,34,Husband,Married,Male,Architect,None,None
19,Worcester Drive,Clive,Kelly,7,Son,NA,Male,Student,None,NA
19,Worcester Drive,Dale,Kelly,4,Son,NA,Male,Child,None,NA
20,Worcester Drive,Jasmine,Roberts,83,Head,Married,Female,Retired Passenger transport manager,None,Christian
20,Worcester Drive,Shane,Roberts,83,Husband,Married,Male,Retired Fashion designer,None,None
21,Worcester Drive,Frances,Berry,72,Head,Widowed,Female,Unemployed,None,None
22,Worcester Drive,Kim,Green,66,Head,Married,Female,Tax inspector,None,Christian
22,Worcester Drive,Shaun,Green,69,Husband,Married,Male,Retired Field seismologist,None,None
22,Worcester Drive,Stacey,Green,32,Daughter,Single,Female,Museum/gallery conservator,None,None
23,Worcester Drive,Joseph,Field,34,Head,Married,Male,"Research officer, government",None,Christian
23,Worcester Drive,Wendy,Jones,33,Wife,Married,Female,Magazine journalist,None,None
23,Worcester Drive,Joanne,Field,6,Daughter,NA,Female,Student,None,NA
23,Worcester Drive,Gary,Field,4,Son,NA,Male,Child,None,NA
23,Worcester Drive,Jacob,Field,3,Son,NA,male,Child,None,NA
23,Worcester Drive,Kimberley,Field,0,Daughter,NA,Female,Child,None,NA
23,Worcester Drive,Sean,Long,37,Lodger,Divorced,Male,Field trials officer,None,Catholic
24,Worcester Drive,Bryan,Kelly,35,Head,Married,male,Astronomer,None,None
24,Worcester Drive,Margaret,Kelly,33,Wife,Married,Female,Forensic psychologist,None,None
24,Worcester Drive,Melanie,Kelly,6,Daughter,NA,Female,Student,None,NA
25,Worcester Drive,Julie,Taylor,19,Head,Married,Female,University Student,None,None
25,Worcester Drive,Colin,Taylor,24,Husband,Married,Male,Private music teacher,None,None
26,Worcester Drive,Diana,Williams,40,Head,Married,Female,Veterinary surgeon,None,Catholic
26,Worcester Drive,Clive,Williams,42,Husband,Married,Male,"Research officer, political party",None,Catholic
26,Worcester Drive,Alan,Williams,1,Son,NA,Male,Child,None,NA
27,Worcester Drive,Sheila,Stephenson,55,Head,Married,Female,Architectural technologist,None,None
27,Worcester Drive,Trevor,Stephenson,56,Husband,Married,Male,Fast food restaurant manager,None,None
27,Worcester Drive,Patricia,Stephenson,15,Daughter,NA,Female,Student,None,NA
28,Worcester Drive,Terry,Hall,63,Head,Married,Male,Youth worker,None,Christian
28,Worcester Drive,Dawn,Hall,60,Wife,Married,Female,Industrial buyer,None,Christian
28,Worcester Drive,Lucy,Hall,20,Granddaughter,Single,Female,University Student,None,None
28,Worcester Drive,Michelle,Hall,18,Granddaughter,Single,Female,Student,None,Christian
29,Worcester Drive,Paula,Robinson,45,Head,Single,Female,"Librarian, academic",None,Methodist
29,Worcester Drive,Francis,Hopkins,47,Partner,Single,Male,Sub,None,None
29,Worcester Drive,Ben,Robinson,17,Son,NA,Male,Student,None,NA
30,Worcester Drive,Lauren,Cook,45,Head,Married,Female,"Psychologist, counselling",None,Catholic
30,Worcester Drive,Nicholas,Cook,47,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,Catholic
30,Worcester Drive,Stephen,Cook,25,Son,Single,Male,"Engineer, agricultural",None,None
31,Worcester Drive,Maurice,Sykes,54,Head,Married,Male,Glass blower/designer,None,Christian
31,Worcester Drive,Louise,Sykes,52,Wife,Married,Female,"Administrator, charities/voluntary organisations",None,Christian
31,Worcester Drive,Kelly,Sykes,27,Daughter,Divorced,Female,Engineering geologist,None,None
31,Worcester Drive,Heather,Sykes,9,Daughter,NA,Female,Student,None,NA
1,Stoke Ferry,Molly,Davis,44,Head,Married,Female,"Chemist, analytical",None,Christian
1,Stoke Ferry,Derek,Cunningham,46,Husband,Married,Male,Licensed conveyancer,None,Christian
1,Stoke Ferry,Tracy,Davis,25,Daughter,Single,Female,"Production assistant, radio",None,Christian
1,Stoke Ferry,Mandy,Davis,12,Daughter,NA,Female,Student,None,NA
2,Stoke Ferry,Charlene,Bishop,54,Head,Single,Female,Logistics and distribution manager,None,Catholic
2,Stoke Ferry,Lauren,Anderson,47,None,Single,Female,Chief of Staff,None,Methodist
2,Stoke Ferry,Mohammad,Goodwin,60,None,Single,Male,Legal secretary,None,Methodist
3,Stoke Ferry,Lindsey,Reynolds,32,Head,Single,Female,Research scientist (maths),None,Sikh
3,Stoke Ferry,Glen,Harding,34,Partner,Single,Male,Advice worker,None,Sikh
3,Stoke Ferry,Pamela,Reynolds,3,Daughter,NA,Female,Child,None,NA
3,Stoke Ferry,Geraldine,Horton,21,Lodger,Single,Female,University Student,None,None
4,Stoke Ferry,Nicole,Nicholls,61,Head,Married,Female,Production engineer,None,Christian
4,Stoke Ferry,Derek,Nicholls,60,Husband,Married,Male,"Designer, jewellery",None,None
4,Stoke Ferry,Joel,Robertson,13,Grandson,NA,Male,Student,None,NA
4,Stoke Ferry,Wayne,Gill,9,Grandson,NA,Male,Student,None,NA
5,Stoke Ferry,Elizabeth,Perry,54,Head,Married,Female,"Nurse, adult",None,Muslim
5,Stoke Ferry,Samuel,Perry,58,Husband,Married,Male,"Scientist, physiological",None,Muslim
5,Stoke Ferry,Joanne,Perry,12,Daughter,NA,Female,Student,None,NA
5,Stoke Ferry,Jacob,Perry,9,Son,NA,Male,Student,None,NA
6,Stoke Ferry,Paige,Gibson,55,Head,Married,Female,Politician's assistant,None,None
6,Stoke Ferry,Graham,Gibson,60,Husband,Married,Male,Clinical biochemist,None,None
6,Stoke Ferry,Eleanor,Gibson,37,Daughter,Single,Female,Contracting civil engineer,None,None
6,Stoke Ferry,Frank,Gibson,29,Son,Single,Male,Dealer,None,None
7,Stoke Ferry,Jake,Robinson,57,Head,Married,Male,Research scientist (medical),None,Christian
7,Stoke Ferry,Carolyn,Robinson,54,Wife,Married,Female,Freight forwarder,None,None
7,Stoke Ferry,Rosie,Robinson,17,Daughter,NA,Female,Student,None,NA
7,Stoke Ferry,Leonard,Brown-Robinson,14,Son,NA,Male,Student,None,NA
8,Stoke Ferry,Edward,Watts,64,Head,Single,Male,"Investment banker, operational",None,Methodist
8,Stoke Ferry,Caroline,Burton,51,None,Single,Female,"Buyer, industrial",None,Christian
8,Stoke Ferry,Jack,Bentley,34,None,Single,Male,Unemployed,None,Methodist
8,Stoke Ferry,Jennifer,James,36,None,Single,Female,Trade union research officer,None,Christian
9,Stoke Ferry,Julia,Fowler,34,Head,Married,Female,"Education officer, environmental",None,Catholic
9,Stoke Ferry,Leon,Fowler,33,Husband,Married,Male,Professor Emeritus,None,Catholic
10,Stoke Ferry,Diana,Marshall,47,Head,Single,Female,Fish farm manager,None,Christian
10,Stoke Ferry,Ryan,Taylor,53,Partner,Single,Male,Primary school teacher,None,None
10,Stoke Ferry,Margaret,Marshall,6,Daughter,NA,Female,Student,None,NA
10,Stoke Ferry,Marion,Marshall,5,Daughter,NA,Female,Student,None,NA
10,Stoke Ferry,Melissa,Marshall,4,Daughter,NA,Female,Child,None,NA
10,Stoke Ferry,Marilyn,Marshall,3,Daughter,NA,Female,Child,None,NA
11,Stoke Ferry,Suzanne,Gilbert,50,Head,M,Female,Community pharmacist,None,Methodist
11,Stoke Ferry,Steven,Gilbert,48,Husband,Married,Male,Cytogeneticist,None,None
11,Stoke Ferry,Scott,Gilbert,21,Son,Single,Male,University Student,None,None
11,Stoke Ferry,Emma,Gilbert,8,Daughter,NA,Female,Student,None,NA
12,Stoke Ferry,Shirley,Jones,40,Head,Married,Female,Horticultural therapist,None,Methodist
12,Stoke Ferry,Hugh,Jones-Brooks,44,Husband,Married,Male,Naval architect,None,Methodist
